Setting_Name,Category,New_Category,Owner,Default,New_Description,Description
CODE_LIST_H_XXREQ_UCHAR5,Requisitions,,Admin,"`List:True:Choice 1,False:Choice 2`",,List for User Field 5
DELIVER_TO_BLANK_DEFAULT,Requisitions,,Purchasing,,,Default deliver-to value used when deliver-to field is left blank on requisition.
EMT_REQ_TYPE,Requisitions,,Admin,,,Technical - Do Not Modify without consulting ISS
ITEM_ADD_DESC2_ALLOW_BLANK,Requisitions,,Purchasing,`FALSE`,,"TRUE | FALSE. If TRUE, allows adding catalog items with blank secondary description."
MRO_ITEMS_REQ_TYPES,Requisitions,,Purchasing,,,"Comma-separated requisition types. Types that allow MRO (Maintenance, Repair, Operations) items."
PURGE_REQ_DAYS,Requisitions,,Admin,`90`,,"This setting allows the administrator to set how many days a requisition will be purged based on no activity from either the entry date, last audit record date(header or detail), or last approval record.  This setting works based on whichever has the last activity date.  When the system starts to purge requisitions, it will send the originator an email that this job is running."
PURGE_REQ_NOTIFY_DAYS,Requisitions,,Admin,`10`,,This setting allows the administrator to set how many days in advanced the originator will get notified before a requisition is purged from the iPurchase system. The setting works in conjunction with PURGE_REQ_DAYS.
REQUISITION_PREFIX,Requisitions,,Power Users,`T`,,This setting allows the administrator to set a special character to be used for the requisition prefix.
REQUISITION_TYPES,Requisitions,,Finance,"`List:Expense:Expense,Capital,Contract,Tooling,Other,`","Defines available requisition types using LIST format: LIST:default:type1,type2,type3. The first code after LIST: is the default type. Approval rules and type-specific settings (RT_[TYPE]_*) use the type CODE, not the display name.","Use the prefix ""LIST:"" followed by a comma-separated list of values. This will tell iPurchase that the specified list is to be used. Example: LIST:expense:Expense Req,Capex,Inventory,etc All the system settings and approval rules require you to use the CODE: EXPENSE and not LIST NAME: EXPENSE REQ."
REQ_INQUIRY_BUYER_ALWAYS,Requisitions,,Purchasing,`FALSE`,,"TRUE | FALSE. If TRUE, buyers can always see all requisitions in inquiry."
REQ_INQUIRY_FIELDS,Requisitions,,Power Users,,,Comma separated list of fields that will be shown as columns in requisition inquiry.
REQ_INQ_HIDDEN_ELEMENTS,Requisitions,,ISS,,,Technical - Do Not Modify without consulting ISS
REQ_MNT_HIDDEN_ELEMENTS,Requisitions,,Power Users,,,Technical - Do Not Modify without consulting ISS
REQ_MNT_HIDDEN_HEADER_FIELDS,Requisitions,,Power Users,"`h_production,h_xxreq_uchar1,h_xxreq_uchar2,h_xxreq_uchar3,h_xxreq_uchar4,h_xxreq_uchar5,h_all_items,h_supplier_fax,h_req_perf,h_req_cons,h_xxreq_blanket,h_high_priority`",,Comma separated list of fields that are hidden at the header. This should not be changed unless you want to hide other header fields.
REQ_MNT_HIDDEN_LINE_FIELDS,Requisitions,,Power Users,"`h_line_xxreqd_tax_usage,h_line_xxreqd_tax_class,h_line_xxreqd_tax_env,h_xxreqd_uchar1,h_xxreqd_uchar2,h_xxreqd_uchar3,h_xxreqd_uchar4,h_xxreqd_uchar5,h_xxreqd_uchar6,h_xxreqd_uchar7,h_xxreqd_uchar8,h_xxreqd_uchar9,h_xxreqd_uchar10,h_xxreqd_ulog1,h_xxreqd_ulog2,h_xxreqd_ulog3,h_xxreqd_ulog4,h_xxreqd_ulog5,h_line_project,h_line_tool_id,h_line_ar,h_line_vendor,h_line_vendor_name,h_line_mro_type,h_line_po_nbr,h_line_perf_date,h_line_freight_cost,h_line_other_cost`",,These are the list of fields that are hidden at the line level. These should not be changed unless you want to hide other line fields.
RT_INVENTORY_ITEM_ONLY,Requisitions,,Purchasing,,,Comma-separated req types. Types that require items to be in inventory catalog.
RT_[Requisition Type]_ACCESS,Requisitions,,Finance,`*`,,"Comma separated list of User ID's or Group ID's that are allowed to create a requisition for the given requisition type. Asterisk indicates everyone, a blank indicates no one. All other users will not have access to this requisition type. The user will not be able to see those requisition types as choices in Requisition Maintenance. Furthermore, the requisition inquiry will not show any results for those types of requisitions, and any place requisition types are displayed will also be filtered based on this setting."
RT_[Requisition Type]_ACCOUNT_DEFAULT,Requisitions,,Finance,,,"Substitute the requisition type for ""[REQUISITION TYPE]"". This is the default Account to be used for the specified requisition type"
RT_[Requisition Type]_ACCOUNT_RANGE,Requisitions,,Finance,,,"Substitute the requisition type for ""[REQUISITION TYPE]"". This setting allows specifying valid accounts for a specific requisition type. The field uses the Progress ""Can-Do"" function. See Progress help if needed. A sample value can be 5521,!5622,56*,7*,!* This is interpreted as account 5521 is valid, account 5622 is not valid, any accounts that begin with 56 (except 5622) are valid, any accounts that begin with a 7 are valid, and finally, all other accounts are invalid."
RT_[Requisition Type]_ACCOUNT_READONLY,Requisitions,,Admin,,,"TRUE or FALSE Substitute the requisition type for ""[REQUISITION TYPE]"". This setting determines whether the users can change the account during line entry and is specific to the requisition type specified."
RT_[Requisition Type]_DEFAULT_BUYER,Requisitions,,Purchasing,,,See DEFAULT_BUYER
RT_[Requisition Type]_DEPT_DEFAULT,Requisitions,,Finance,,,"Substitute the requisition type for ""[REQUISITION TYPE]"". This is the default Department to be used for the specified requisition type. It will override the default department specified on the user profile. Set this value to ""BLANK"" if a blank department is required"
RT_[Requisition Type]_DEPT_RANGE,Requisitions,,Finance,,,"Substitute the requisition type for ""[REQUISITION TYPE]"". This setting allows specifying valid departments (cost centers) for a specific requisition type. The field uses the Progress ""Can-Do"" function. See Progress help if needed. A sample value can be 5521,!5622,56*,7*,!* This is interpreted as department 5521 is valid, department 5622 is not valid, any department that begin with 56 (except 5622) are valid, any departments that begin with a 7 are valid, and finally, all other departments are invalid."
RT_[Requisition Type]_DEPT_READONLY,Requisitions,,Admin,,,"TRUE or FALSE Substitute the requisition type for ""[REQUISITION TYPE]"". This setting determines whether the users can change the department during line entry and is specific to the requisition type specified."
RT_[Requisition Type]_GL_OVERRIDE,Requisitions,,Finance,`False `,,"True or False If you set this setting to TRUE, then all items entered in the line entry screen for the specified requisition type will have the account, sub-account, and cost center set to the values which QAD would dictate based on the vendor and item. This setting will override all other account, sub-account, and cost center settings. This setting can also be at the system level � see GL_Override."
RT_[Requisition Type]_INVENTORY_ITEM_ONLY,Requisitions,,Admin,,,"True or False For Inventory as an example, only Inventory items can be purchased"
RT_[Requisition Type]_REQUIRE_PROJECT,Requisitions,,Admin,,,Comma separated list of requisition types which will require a project code listed.
RT_[Requisition Type]_SUB_ACCOUNT_DEFAULT,Requisitions,,Finance,,,"Substitute the requisition type for ""[REQUISITION TYPE]"". This is the default Sub Account to be used for the specified requisition type."
RT_[Requisition Type]_SUB_ACCOUNT_RANGE,Requisitions,,Finance,,,"Substitute the requisition type for ""[REQUISITION TYPE]"". This setting allows specifying valid sub accounts for a specific requisition type. The field uses the Progress ""Can-Do"" function. See Progress help if needed. A sample value can be 5521,!5622,56*,7*,!* This is interpreted as sub account 5521 is valid, sub account 5622 is not valid, any sub accounts that begin with 56 (except 5622) are valid, any sub accounts that begin with a 7 are valid, and finally, all other sub accounts are invalid."
RT_[Requisition Type]_SUB_ACCOUNT_READONLY,Requisitions,,Admin,,,"TRUE or FALSE Substitute the requisition type for ""[REQUISITION TYPE]"". This setting determines whether the users can change the sub account during line entry and is specific to the requisition type specified"
RT_[Requisition Type]_[SITE]_DEFAULT_BUYER,Requisitions,,Purchasing,,,See DEFAULT_BUYER
RT_[Requisition Type]_[Site]_ACCOUNT_RANGE,Requisitions,,Finance,,,"Substitute the requisition type for ""[REQUISITION TYPE]"" and site for ""[SITE]"". This setting allows specifying valid accounts for a specific requisition type and site specified. The field uses the Progress ""Can-Do"" function. See Progress help if needed. A sample value can be 5521,!5622,56*,7*,!* This is interpreted as account 5521 is valid, account 5622 is not valid, any accounts that begin with 56 (except 5622) are valid, any accounts that begin with a 7 are valid, and finally, all other accounts are invalid."
RT_[Requisition Type]_[Site]_ACCOUNT_READONLY,Requisitions,,Admin,`False `,,"TRUE or FALSE Substitute the requisition type for ""[REQUISITION TYPE]"" and site for ""[SITE]"". This setting determines whether the users can change the account during line entry and is specific to the requisition type and site specified."
RT_[Requisition Type]_[Site]_DEPT_DEFAULT,Requisitions,,Finance,,,"Substitute the requisition type for ""[REQUISITION TYPE]"" and site for ""[SITE]"". This is the default Department to be used for the specified requisition type and site. It will override the default department specified on the user profile. Set this value to ""BLANK"" if a blank department is required."
RT_[Requisition Type]_[Site]_DEPT_RANGE,Requisitions,,Finance,,,"Substitute the requisition type for ""[REQUISITION TYPE]"" and site for ""[SITE]"". This setting allows specifying valid departments (cost centers) for a specific requisition type. The field uses the Progress ""Can-Do"" function. See Progress help if needed. A sample value can be  5521,!5622,56*,7*,!* This is interpreted as department 5521 is valid, department 5622 is not valid, any department that begin with 56 (except 5622) are valid, any departments that begin with a 7 are valid, and finally, all other departments are invalid."
RT_[Requisition Type]_[Site]_DEPT_READONLY,Requisitions,,Finance,,,"TRUE or FALSE Substitute the requisition type for ""[REQUISITION TYPE]"" and site for ""[SITE]"". This setting determines whether the users can change the department during line entry and is specific to the requisition type and site combination specified."
RT_[Requisition Type]_[Site]_GL_OVERRIDE,Requisitions,,Finance,`False `,,"True or False If you set this setting to TRUE, then all items entered in the line entry screen for the specified requisition type and site combination will have the account, sub-account, and cost center set to the values which QAD would dictate based on the vendor and item. This setting will override all other account, sub-account, and cost center settings. This setting can also be at the system level � see GL_Override."
RT_[Requisition Type]_[Site]_SUB_ACCOUNT_DEFAULT,Requisitions,,Finance,,,"Substitute the requisition type for ""[REQUISITION TYPE]"" and site for ""[SITE]"". This is the default Sub Account to be used for the specified requisition type and site combination."
RT_[Requisition Type]_[Site]_SUB_ACCOUNT_RANGE,Requisitions,,Finance,,,"Substitute the requisition type for ""[REQUISITION TYPE]"" and site for ""[SITE]"". This setting allows specifying valid sub accounts for a specific requisition type and site combination. The field uses the Progress ""Can-Do"" function. See Progress help if needed. A sample value can be: 5521,!5622,56*,7*,!* This is interpreted as sub account 5521 is valid, sub account 5622 is not valid, any sub accounts that begin with 56 (except 5622) are valid, any sub accounts that begin with a 7 are valid, and finally, all other sub accounts are invalid."
RT_[Requisition Type]_[Site]_SUB_ACCOUNT_READONLY,Requisitions,,Admin,,,"TRUE or FALSE Substitute the requisition type for ""[REQUISITION TYPE]"" and site for ""[Site]"". This setting determines whether the users can change the sub account during line entry and is specific to the requisition type and site combination specified."
SYNC_REQ_DET,Requisitions,,Purchasing,`TRUE`,,A setting of True will synchronize iPurchase Requisition Lines with the requisition (req_det) functionality in QAD. Only items which are planned by MRP will be synchronized
ALLOWED_DOLLAR_INCREASE,Approval Workflow,,Finance,`100`,"Maximum dollar amount an approver can increase a requisition before it auto-re-routes for approval. Set to 0 to allow any increase, or 0.01 to trigger re-routing on any dollar increase. Only applies to approvers with edit permissions. Default is 100.","Specify the amount that an approver can increase the requisition by without having it re-routed. If the requisition amount is increased greater than the value specified here, then the requisition will be automatically re-routed for approval when or if the approver clicks the 'Approve' button.  A value of zero will allow any increase without re-routing. This feature is only applied to those approvers that can actually edit a requisition after it has been submitted. Set this value to "".01"" if you would want all dollar increases to be re-routed"
ALLOWED_PERCENT_INCREASE,Approval Workflow,,Finance,`10`,"Maximum percentage an approver can increase a requisition before it auto-re-routes. Set to 0 to allow any increase, 0.01 for any increase to trigger re-route. Default is 10.","Specify the amount that an approver can increase the requisition by without having it re-routed. If the requisition amount is increased greater than the value specified here, then the requisition will be automatically re-routed for approval when or if the approver clicks the 'Approve' button.  A value of zero will allow any increase without re-routing. This feature is only applied to those approvers that can actually edit a requisition after it has been submitted. Set this value to "".01"" if you would want all dollar increases to be re-routed."
ALLOW_APPROVAL_SIMULATION,Approval Workflow,,Admin,`*`,,"Comma separated list of User ID's or Group ID's that are allowed to view an Approval Simulation. Asterisk indicates everyone, a blank indicates no one."
ALLOW_APPROVER_CHANGES,Approval Workflow,,Admin,`TRUE`,,"This is the global setting which controls whether Approvers can be manually added or deleted from the approval routing. It also controls whether the Force Approval functionality is enabled. Also see: Allow_Approver_Changes_Originator, Allow_Approver_Changes_Remove_Approver, Allow_Approver_Changes_Roles, Force_Approval_Role_List, Remove_Approver_Role_List"
ALLOW_APPROVER_CHANGES_ORIGINATOR,Approval Workflow,,Power Users,`TRUE`,,"Indicates whether the originator is allowed to add or remove approvers. In order for this to be enabled, Allow_Approver_Changes must also be set to TRUE."
ALLOW_APPROVER_CHANGES_REMOVE_APPROVER,Approval Workflow,,Admin,`admin`,,"Allow a user to remove an approver from the routing rules.  If this is enabled and Allow_Approver_Changes_Originator is enabled then the originator will also be allowed to remove approvers from the routing rules.  Any valid group members in the Allow_Approver_Changes_Roles field will also be allowed to delete approvers. In order for this to be enabled, Allow_Approver_Changes must also be set to TRUE"
ALLOW_APPROVER_CHANGES_ROLES,Approval Workflow,,Admin,`admin`,,"Any member of a group in this list will be allowed to add approvers.  If Allow_Approver_Changes_Remove_Approver is also enabled, then any member of these groups is also allowed to remove approvers. In order for this to be enabled, Allow_Approver_Changes must also be set to TRUE."
ALLOW_DELETE_APPROVED,Approval Workflow,,Admin,`admin`,,"Comma separated list of User ID's or Group ID's who are allowed to delete an approved requisition.  Asterisk indicates everyone, a blank indicates no one."
ALLOW_SUPERVISORS_TO_APPROVE,Approval Workflow,,Admin,`*`,"Controls which supervisors can approve or reject requisitions on behalf of their subordinates. Uses Can-Do list format: asterisk (*) for all supervisors, blank for none, or comma-separated user/group IDs. Works with SUPERVISOR_ESCALATION_DAYS and SUPERVISOR_ESCALATION_LEVEL.","Comma separated list of User ID's or Group ID's that are allowed to approve for a subordinate. Asterisk indicates everyone, a blank indicates no one. This setting allows a supervisor to Approve or Reject a requisition on behalf of someone else who reports to the given supervisor. See SUPERVISOR_ESCALATION_LEVEL and SUPERVISOR_ESCALATION_DAYS for additional settings which relate to this one."
APPROVAL_EMAIL_REPLY_TO,Approval Workflow,,Admin,,,Replies to approval email should go to who? Leave blank for originator. Set to 'OBO' for On behalf of. Set to any single email address.
APPROVAL_INCLUDE_FIELDS,Approval Workflow,,ISS,,,Comma-Separated list of fields from xxreq_mstr and xxreqd_det tables. You can limit the fields which display in the approval rules screen to only those in this list.
APPROVAL_METRICS_RED,Approval Workflow,,Admin,`90`,,This setting allows the administrator to set how long the approval time should take before it will turn red on the approval metrics.  MINUTES
APPROVAL_METRICS_YELLOW,Approval Workflow,,Admin,`30`,,This setting allows the administrator to set how long the approval time should take before it will turn yellow on the approval metrics. MINUTES
APP_ORIG_OR_OBO,Approval Workflow,,Admin,`OBO`,,ORIGINATOR | OBO. Determines whether approval rule xxapp_orig field matches against the requisition originator (xxreq_userid) or the On Behalf Of person (xxreq_obo). Affects approval rule evaluation and reporting.
APP_SUPERVISOR_SEQ,Approval Workflow,,Admin,`10`,,This is the Approval Level or Sequence when adding supervisors to the approval routing.
AUTO_APPROVE_FORWARD,Approval Workflow,,Admin,`TRUE`,"Controls whether subsequent approval instances are auto-approved after a user approves once. Uses Can-Do list format: TRUE for all users, FALSE to disable, or comma-separated user/group IDs. Exception: final approver must always click explicitly.","1 if a user approves go through all other approvals where that user is listed in a group. If that user is the only member of the group, then automatically approve. 2 Last approval is never automatically approved. 3 If approver shows up in another approval group with at least one other member of the group, then remove the approver from that group on this requisition only"
BATCH_APPROVE_GROUPS,Approval Workflow,,Admin,,,"Comma Separated list of User ID's or Group ID's that will allow an approver to approve multiple requisitions simultaneously from the Requisition Inquiry screen.  If the user is a member of the specified groups then the user does not need to go into each requisition in order to approve. A checkbox is displayed on the inquiry screen next to each requisition where the approver for the requisition is the logged in user. If the requisition has been delegated to the logged in user, then the checkbox will not be displayed and the user must go into the requisition in order to approve. The approver will check all the requisitions that they want to approve and then click the Batch Approve button. Asterisk indicates everyone, a blank indicates no one."
BATCH_APPROVE_GROUPS_ALWAYS,Approval Workflow,,Admin,,,"Comma-Separated list of User ID's or Group ID's. By default, the setting BATCH_APPROVE_GROUPS will only allow you to batch approve for requisitions that specifically include yourself. Batch approval is disabled for requisitions which are delegated to you. Any member of this group setting will be allowed to always batch approve, including delegated requisitions. Asterisk indicates everyone, a blank indicates no one. The Final Approver will not be allowed to batch approve a requisition."
BATCH_APPROVE_GROUPS_FINAL,Approval Workflow,,Admin,,,Can-Do list. Groups allowed to perform batch approval as the final approver. Restricts batch approval to specific approval steps.
DEFAULT_LINES_TO_APPROVED,Approval Workflow,,Power Users,`TRUE`,,"If using Line Approvals, then setting this to a value of TRUE will set each line to Approved (Green) as the default each time the requisition is submitted for approval. A value of FALSE will set each requisition to neither approved nor rejected (Yellow)."
DEFAULT_LINES_TO_APPROVED_AUTO,Approval Workflow,,Admin,,,"Comma-Separated List of User ID's or Group ID's. If setting DEFAULT_LINES_TO_APPROVED is set to false, then adding a user or group to this setting will automatically approve any line items which are in the yellow status, after the user approves the requisition.  Therefore, the users listed here will not need to physically approve all line items individually."
EMAIL_NO_APPROVE_LINK,Approval Workflow,,Admin,`FALSE`,,True or False - Include link to Approve in email that goes out to approver. Default FALSE
EMAIL_SUPPLIER_PO_TO_FINAL_APPROVER,Approval Workflow,,Power Users,`FALSE`,,A value of true will send a copy of the supplier email to the final approver when the PO is created.
ESCALATION_EXCEPT_USERS,Approval Workflow,,Admin,,,Can-Do list. Users/groups exempt from approval escalation timeouts. Their pending approvals won't escalate.
ESCALATION_NO_EMAILS_TO,Approval Workflow,,Admin,,,Can-Do list. Users/groups who do not receive approval escalation notification emails.
FORCE_APPROVAL_ROLE_LIST,Approval Workflow,,Admin,`admin`,,"Comma Separated list of User ID's or Group ID's that are allowed to Force Approve any requisition.  Force Approval bypasses all open approvals and creates a PO. A history of this action is maintained for audit purposes. Allow_Approver_Changes must also be set to TRUE and this group must also be listed in the ""Allow_Approver_Changes_Roles"" setting. Asterisk indicates everyone, a blank indicates no one."
IGNORE_SPVSR_LOAD,Approval Workflow,,Admin,,,Can-Do list. Users to ignore when calculating supervisor approval workload in load balancing.
INQUIRY_AFTER_APPROVAL,Approval Workflow,,Power Users,`*`,,"Comma separated list of User ID's or group id's that are re-directed to the pending queue once they have approved a requisition. Asterisk indicates everyone, a blank indicates no one. This setting determines whether control goes back to the find screen after a requisition has been Approved, or whether it redisplay's the requisition."
LOGIN_APPROVERS_ALWAYS_SEE_APPROVALS,Approval Workflow,,Power Users,`*`,,"A comma separated list of User ID's or Group ID's that will always be logged into their pending queue, regardless of whether they do or do not have pending requisition to approve. Asterisk indicates everyone, a blank indicates no one."
MULTIPLE_APPROVALS,Approval Workflow,,Admin,`KEEP_LAST`,"Controls how duplicate approvers are handled when the same user or group appears multiple times in approval routing. Valid values: KEEP_ALL (approver must approve at each occurrence), KEEP_FIRST (keep only first occurrence), KEEP_LAST (keep only last occurrence - DEFAULT and recommended). KEEP_LAST is recommended because later rules typically represent higher authority levels.","When an approver or approval group appears in the approval routing more than once, which approval record is actually added to the routing. When KEEP_ALL is chosen then all approval records for the approver are added. When KEEP_LAST is chosen, the highest level approval record for the approver or group is kept. When KEEP_FIRST is selected, the lowest approval level record is kept."
NEW_REROUTE_METHOD,Approval Workflow,,Admin,`FALSE`,,"TRUE | FALSE. If TRUE, uses new rerouting algorithm for change orders."
NO_APPROVAL_EMAILS,Approval Workflow,,Admin,,,Comma separated list of requisition types that will not send approval emails to approvers.
NO_MGR_ROUTE_TO,Approval Workflow,,Admin,,,User/group. Skip supervisor chain routing and route directly to this approver.
OOF_LIMIT_TO_APPROVERS,Approval Workflow,,Admin,`FALSE`,"When TRUE, users can only delegate to other approvers. Default FALSE allows delegation to any user.",A setting of TRUE will allow a user to delegate only to other Approvers. A False value will allow a user to delegate to anyone.
REMINDER_DAYS,Approval Workflow,,Admin,`3`,,Numeric. Days before sending reminder emails to pending approvers.
REMOVE_APPROVER_FROM_GROUPS,Approval Workflow,,Admin,`FALSE`,,"TRUE | FALSE. If TRUE, removes approver from later groups if they already approved."
REMOVE_APPROVER_ROLE_LIST,Approval Workflow,,Admin,`admin`,,"Comma separated list of User ID's or Group ID's that are allowed to remove an Approver from any requisition. Asterisk indicates everyone, a blank indicates no one."
REMOVE_ORIGINATOR_FROM_GROUP_CO,Approval Workflow,,Admin,`FALSE`,,"TRUE | FALSE. If TRUE, removes originator from approval routing on change orders."
SHOW_APPROVER_METRICS,Approval Workflow,,Admin,"`buyers,admin`",,"Comma separated list of User ID's or group id's that have access to view approval time metrics in the Requisition Inquiry. Asterisk indicates everyone, a blank indicates no one."
SUPERVISOR_APPROVAL_FIELD,Approval Workflow,,Admin,`wus_supervisor`,,Field name. Database field used to determine supervisor chain (default: wus_supervisor).
SUPERVISOR_ESCALATION_ANYTIME,Approval Workflow,,Admin,`FALSE`,,"TRUE | FALSE. If TRUE, supervisors can approve/reject anytime, not just when pending."
SUPERVISOR_ESCALATION_DAYS,Approval Workflow,,Power Users,`3`,,This is the number of days which must elapse before an approver can Approve or Reject a requisition on behalf of someone else who reports to this given supervisor. See SUPERVISOR_ESCALATION_LEVEL and ALLOW_SUPERVISORS_TO_APPROVE for additional settings related to this one.
SUPERVISOR_ESCALATION_LEVEL,Approval Workflow,,Admin,`99`,,This setting determines how many supervisors up the supervisor tree (organization chart) are allowed to approve or reject a requisition. A value of one will only allow the approver's immediate supervisor to approve. See SUPERVISOR_ESCALATION_DAYS and ALLOW_SUPERVISORS_TO_APPROVE for additional settings related to this one.
USE_APP_AMOUNT_OWN_REQS,Approval Workflow,,Admin,,"Controls whether users can approve their own requisitions when the amount is within their approval limit. Uses Can-Do list format: asterisk (*) for everyone, blank for no one, or comma-separated user/group IDs. Only applies to supervisory approval rules. If On Behalf Of is specified, the OBO user's limit is used.","Comma separated list of User ID's or Group ID's that indicates whether a user's requisition can be automatically converted to a PO if the user's approval amount exceeds the requisition amount. If the requisition has an ""On Behalf Of"" user specified, then the ""On Behalf Of"" user will determine the rules, not the originator. If there are other rules which add additional approvers to the requisition then the PO will not be created automatically. Asterisk indicates everyone, a blank indicates no one. ONLY APPLIES TO SUPERVISORY APPROVALS"
USE_LINE_APPROVALS,Approval Workflow,,Power Users,`FALSE`,,"This setting determines whether supervisors can approve or reject individual line items. Only those line items which are approved will be added to the PO. If there are any items which are neither approved nor rejected, then the final approval will be disallowed until all items are either approved or rejected."
USE_SUPERVISORS_TO_APPROVE,Approval Workflow,,Admin,`FALSE`,,TRUE | FALSE. Use supervisor chain for approvals.
ALLOW_BATCH_PO,User Management,,Power Users,`FALSE-ALWAYS`,"Controls PO creation timing: FALSE creates immediately (default checked), TRUE batches for later, add -ALWAYS to lock the option, add -CONSOLIDATE for default consolidation. Options: FALSE, FALSE-ALWAYS, TRUE, TRUE-ALWAYS, TRUE-SUPPLIER, plus -CONSOLIDATE variants.","This setting allows the administrator to set how the PO will be created in iPurchase. The options for this setting are: 1) FALSE - Default is set to create PO now. The last approver will still have the option to batch the PO.  The Create PO Now' is checked by default 2) FALSE-ALWAYS - Default is set to created PO now. The last approver will NOT have the option to batch the PO. 2) TRUE-SUPPLIER - Check the iPurchase supplier record to determine if the supplier is eligible for delayed purchase orders. If there is no iPurchase supplier record setup, or the value for the supplier is 'no', then the default will be create PO now. The last approver will have the option to batch the PO. 3) TRUE - Default is set to not create the PO now. The last approver will have the option to batch the PO. Value Default for Create PO Now field Can last approver change False True Yes False-Always True No True-Supplier ipSupplier_allow_batch Yes True False Yes This was originally used to determin whether PO creation happened immediately upon final approval, or if a two-step process was required to create the PO. We have now added to this setting to default Consolidation to either on or off. Valid settings: TRUE TRUE-CONSOLIDATE TRUE-ALWAYS TRUE-ALWAYS-CONSOLIDATE FALSE FALSE-CONSOLIDATE FALSE-ALWAYS FALSE-ALWAYS-CONSOLIDATE Value Meaning: TRUE - 'Create PO Now' is unchecked by default FALSE - 'Create PO Now' is checked by default ALWAYS - 'Create PO Now' is disabled and can't be changed CONSOLIDATE - Allow PO Consolidation is checked by default"
ALLOW_BLANKET_RELEASE,User Management,,Power Users,`buyers`,,Comma separated list of User ID's or Group ID's who are allowed to create releases against blanket POs.
ALLOW_BUG,User Management,,Admin,,,Can-Do list. Users/groups allowed to submit bug reports through the application interface.
ALLOW_CATALOG,User Management,,Admin,`*`,,Comma separated list of User ID's or Group ID's that have access to the catalog function within iPurchase.
ALLOW_CATALOG_EDIT,User Management,,Power Users,`buyers`,,"Comma separated list of User ID's or Group ID's that are who are allowed to edit items in a Catalog within iPurchase. Asterisk indicates everyone, a blank indicates no one. In order for the user to edit the catalog they would use the Edit link that appears next to the item # in the catalog (3-4 icons)."
ALLOW_CATPO_PRICE_CHANGE,User Management,,,,,"Comma separated list of User IDs or Group ID's that are allowed to change prices on catalog and punchout items. Asterisk indicates everyone, a blank indicates no one"
ALLOW_CONSOLIDATION,User Management,,Power Users,`FALSE`,,This setting allows the administrator to turn On or Off the consolidation feature.
ALLOW_COPY_PASTE,User Management,,description,`true`,,This settings controls if users can copy paste in the requisition workbench. Sometimes copying from internet or PDF files cause item number
ALLOW_DELETE_NOT_SUBMITTED,User Management,,Admin,`admin`,,"Comma separated list of User ID's or Group ID's who are allowed to delete a requisition that has not been submitted.  Asterisk indicates everyone, a blank indicates no one."
ALLOW_DELETE_PROCESSED,User Management,,Admin,`admin`,"Controls who can delete requisitions that have been approved and converted to POs. Uses Can-Do list format: asterisk (*) for everyone, blank for no one, or comma-separated user/group IDs. Default is admin.","Comma separated list of User ID's or Group ID's who are allowed to delete a requisition that has been approved and a PO is already created.  Asterisk indicates everyone, a blank indicates no one."
ALLOW_FEEDBACK,User Management,,Admin,,,Can-Do list. Users/groups allowed to submit feedback through the application interface.
ALLOW_HOLD,User Management,,Admin,`*`,,"Comma separated list of User ID's or Group ID's who are allowed to put a requisition on hold while it is pending. Asterisk indicates everyone, a blank indicates no one. Example: It would go on hold if an approver is waiting for information from the supplier."
ALLOW_NEGATIVE_REQ,User Management,,Power Users,,,This setting will allow negative total requisition cost if set to True.
ALLOW_OOF,User Management,,Admin,`*`,"Controls which users can set Out of Office delegation. Uses Can-Do list format: asterisk (*) for everyone (default), blank for no one, or comma-separated user/group IDs.","Comma separated list of User ID's or Group ID's that are allowed to set Out of office. Asterisk indicates everyone, a blank indicates no one. This setting determines whether the system will support Out-Of-Office functionality"
ALLOW_PO_LINE_HISTORY,User Management,,Power Users,`buyers`,,Comma separated list of User ID's or Group ID's that are allowed to view PO Line history. Use an asterisk for everyone. Leave blank for no one.
ALLOW_PO_PRINT,User Management,,Power Users,`*`,"Controls who can print or view purchase order documents. Uses Can-Do list format: asterisk (*) for everyone (default), blank for no one, or comma-separated user/group IDs.",Comma separated list of User ID's or Group ID's that are allowed to print a purchase order. Use an asterisk for everyone. Leave blank for no one.
ALLOW_PUNCHOUT,User Management,,Admin,`*`,,"Comma separated list of User ID's or Group ID's that are allowed to use punchouts. Asterisk indicates everyone, a blank indicates no one. This setting turns on or off the Punch-out functionality for the given user."
ALLOW_PUNCHOUT_COPY,User Management,,Power Users,,,"Comma separated list of User ID's or Group ID's that are allowed to copy punchout requisitions (prices may no longer be valid). Asterisk indicates everyone, a blank indicates no one."
ALLOW_REQ_AUDIT,User Management,,Admin,,,Can-Do list. Users/groups allowed to view requisition audit trail. Automatically disabled in archive systems.
ALLOW_REQ_ENTRY,User Management,,Admin,`*`,,"Comma separated list of User ID's or Group ID's that are allowed to access to the requisition entry screen.   Asterisk indicates everyone, a blank indicates no one."
ALLOW_REQ_INQUIRY,User Management,,Admin,`*`,,"Comma separated list of User ID's or Group ID's that are allowed to access the requisition inquiry screen Asterisk indicates everyone, a blank indicates no one."
ALLOW_REQ_PRINT,User Management,,Admin,`*`,,"Comma separated list of User ID's or Group ID's that are allowed to print requisitions.  Asterisk indicates everyone, a blank indicates no one."
ALLOW_RETRANSMIT_PO,User Management,,Admin,`buyers`,,"Comma separated list of User ID's or Group ID's that allow user to manually transmit cXML PO to Punchout supplier.  Asterisk indicates everyone, a blank indicates no one."
